DateTime,Entries,UniqueIPs
1543197702,3226,3226
1543199559,3236,3236
1543201472,3231,3231
1543203387,3229,3229
1543205326,3230,3230
1543207263,3240,3240
1543209161,3245,3245
1543211061,3247,3247
1543213005,3255,3255
1543214902,3265,3265
1543217093,3268,3268
1543218996,3296,3296
1543221147,3288,3288
1543223061,3280,3280
1543224973,3293,3293
1543226913,3298,3298
1543228820,3296,3296
1543230647,3295,3295
1543232650,3292,3292
1543234571,3277,3277
1543236511,3276,3276
1543238424,3236,3236
1543240330,3202,3202
1543242251,3151,3151
1543244208,3091,3091
1543246553,3016,3016
1543248537,2962,2962
1543250419,2904,2904
1543252590,2842,2842
1543254759,2769,2769
1543256677,2704,2704
1543258618,2641,2641
1543260927,2561,2561
1543262914,2511,2511
1543264827,2435,2435
1543266751,2364,2364
1543268683,2318,2318
1543270595,2330,2330
1543272502,2345,2345
1543274427,2349,2349
1543276359,2366,2366
1543278293,2388,2388
1543280178,2405,2405
1543282110,2372,2372
1543284130,2332,2332
1543286105,2305,2305
1543288125,2268,2268
1543290030,2183,2183
1543291952,2108,2108
1543293867,2017,2017
1543295790,1940,1940
1543297716,1864,1864
1543299667,1772,1772
1543301560,1693,1693
1543303479,1602,1602
1543305399,1518,1518
1543307302,1437,1437
1543309332,1362,1362
1543311155,1282,1282
1543313085,1208,1208
1543314983,1144,1144
1543316933,1063,1063
1543318851,993,993
1543320768,920,920
1543322678,853,853
1543324610,827,827
1543326531,826,826
1543330360,895,895
1543332517,997,997
1543334504,1075,1075
1543336359,1171,1171
1543338528,1264,1264
1543340436,1344,1344
1543342364,1426,1426
1543344522,1497,1497
1543346466,1577,1577
1543348522,1666,1666
1543350490,1746,1746
1543352693,1830,1830
1543354843,1875,1875
1543356745,1885,1885
1543358684,1881,1881
1543360584,1888,1888
1543362528,1899,1899
1543364423,1884,1884
1543366349,1895,1895
1543368378,1950,1950
1543370512,1977,1977
1543372356,2003,2003
1543374337,2040,2040
1543376175,2110,2110
1543378118,2176,2176
1543380025,2241,2241
1543381974,2297,2297
1543383867,2349,2349
1543385809,2417,2417
1543387970,2497,2497
1543389879,2555,2555
1543391781,2625,2625
1543393966,2710,2710
1543395882,2754,2754
1543397812,2799,2799
1543399732,2843,2843
1543401634,2899,2899
1543403569,2962,2962
1543405474,3031,3031
1543407397,3092,3092
1543409303,3142,3142
1543411232,3194,3194
1543413165,3235,3235
1543415090,3290,3290
1543417318,3290,3290
1543419396,3283,3283
1543421389,3290,3290
1543423223,3281,3281
1543425165,3275,3275
1543427082,3276,3276
1543428996,3287,3287
1543431155,3297,3297
1543433065,3287,3287
1543435002,3288,3288
1543436922,3286,3286
1543438918,3293,3293
1543440766,3293,3293
1543442927,3302,3302
1543444839,3301,3301
1543446752,3316,3316
1543448664,3312,3312
1543450829,3303,3303
1543452769,3297,3297
1543454679,3300,3300
1543456604,3298,3298
1543458519,3299,3299
1543461405,3298,3298
1543463299,3252,3252
1543465220,3202,3202
1543467150,3162,3162
1543469317,3102,3102
1543472209,3020,3020
1543474137,2959,2959
1543476039,2903,2903
1543477962,2835,2835
1543479886,2773,2773
1543481795,2718,2718
1543483972,2656,2656
1543485925,2606,2606
1543487799,2595,2595
1543489731,2571,2571
1543491648,2539,2539
1543493569,2511,2511
1543495466,2489,2489
1543497412,2462,2462
1543499319,2459,2459
1543501224,2445,2445
1543503177,2429,2429
1543505337,2403,2403
1543507316,2384,2384
1543509161,2352,2352
1543511108,2322,2322
1543512997,2294,2294
1543514930,2275,2275
1543516843,2265,2265
1543518750,2241,2241
1543520658,2216,2216
1543522607,2187,2187
1543524513,2164,2164
1543526443,2143,2143
1543528340,2111,2111
1543530294,2077,2077
1543532216,2040,2040
1543534124,2030,2030
1543536081,1995,1995
1543537947,1964,1964
1543539905,1920,1920
1543541775,1893,1893
1543543963,1856,1856
1543545856,1829,1829
1543547806,1814,1814
1543549725,1874,1874
1543551634,1911,1911
1543553562,1953,1953
1543555479,1996,1996
1543557400,2047,2047
1543559317,2099,2099
1543561306,2149,2149
1543563146,2189,2189
1543565065,2238,2238
1543567004,2288,2288
1543568931,2333,2333
1543570846,2401,2401
1543573013,2448,2448
1543574899,2429,2429
1543576844,2438,2438
1543578754,2434,2434
1543580679,2436,2436
1543582598,2452,2452
1543584519,2453,2453
1543586485,2439,2439
1543588347,2446,2446
1543590290,2438,2438
1543592189,2440,2440
1543594169,2454,2454
1543596022,2459,2459
1543597942,2456,2456
1543599886,2457,2457
1543601788,2449,2449
1543603717,2456,2456
1543605623,2464,2464
1543607560,2474,2474
1543609697,2476,2476
1543611886,2461,2461
1543614042,2465,2465
1543615977,2461,2461
1543617870,2479,2479
1543619795,2452,2452
1543621968,2414,2414
1543623863,2368,2368
1543625804,2341,2341
1543627732,2303,2303
1543629739,2252,2252
1543631784,2214,2214
1543633723,2172,2172
1543635658,2111,2111
1543637542,2069,2069
1543639478,2031,2031
1543641384,1988,1988
1543643305,1949,1949
1543645236,1895,1895
1543647178,1844,1844
1543649070,1799,1799
1543651011,1744,1744
1543652892,1694,1694
1543654922,1640,1640
1543656770,1587,1587
1543658671,1600,1600
1543660600,1606,1606
1543662535,1604,1604
1543664437,1620,1620
1543666367,1630,1630
1543668280,1634,1634
1543670210,1650,1650
1543672341,1665,1665
1543674279,1679,1679
1543676194,1706,1706
1543678096,1710,1710
1543680104,1745,1745
1543681955,1746,1746
1543683864,1762,1762
1543685801,1770,1770
1543687734,1770,1770
1543689637,1780,1780
1543691609,1772,1772
1543693460,1774,1774
1543695413,1786,1786
1543697321,1790,1790
1543699238,1804,1804
1543701159,1811,1811
1543703059,1800,1800
1543705009,1823,1823
1543706918,1866,1866
1543708935,1925,1925
1543710875,1979,1979
1543712690,2030,2030
1543714603,2088,2088
1543716531,2133,2133
1543718433,2183,2183
1543720370,2237,2237
1543722273,2286,2286
1543724198,2328,2328
1543726132,2380,2380
1543728029,2434,2434
1543729940,2477,2477
1543731873,2530,2530
1543733798,2584,2584
1543735729,2636,2636
1543737717,2689,2689
1543739554,2730,2730
1543741488,2776,2776
