DateTime,Entries,UniqueIPs
1543045692,6785,6914
1543047622,6783,6912
1543049552,6782,6912
1543051473,6779,6911
1543053390,6784,6916
1543055293,6776,6908
1543057488,6773,6905
1543061318,6747,6878
1543063221,6762,6893
1543065164,6758,6889
1543067312,6748,6879
1543069233,6743,6876
1543073087,6732,6865
1543074992,6739,6871
1543078836,6723,6855
1543080759,6723,6854
1543082662,6720,6851
1543084597,6725,6856
1543088411,6722,6853
1543094456,6674,6802
1543096338,6680,6810
1543098270,6684,6814
1543100190,6689,6818
1543102108,6717,6846
1543104056,6700,6829
1543105953,6700,6831
1543108100,6701,6831
1543110027,6709,6839
1543111957,6711,6842
1543113872,6703,6833
1543115781,6696,6825
1543121530,6654,6783
1543123468,6645,6774
1543129476,6611,6740
1543131639,6600,6729
1543133783,6611,6737
1543135706,6609,6735
1543139529,6613,6740
1543141478,6617,6744
1543143372,6618,6744
1543145554,6610,6736
1543147453,6615,6741
1543149368,6618,6744
1543151307,6622,6749
1543153213,6628,6755
1543155378,6628,6755
1543157293,6628,6754
1543159213,6632,6758
1543163051,6611,6737
1543166889,6583,6709
1543168821,6574,6700
1543170734,6578,6704
1543172671,6579,6704
1543174567,6603,6729
1543176506,6597,6724
1543178651,6611,6738
1543180576,6599,6728
1543182490,6585,6715
1543184413,6586,6718
1543186354,6578,6712
1543188248,6597,6733
1543190185,6594,6730
1543192085,6611,6747
1543201933,6528,6663
1543205784,6527,6661
1543215619,6445,6576
1543217548,6451,6582
1543219457,6444,6576
1543221385,6446,6579
1543223311,6442,6575
1543225213,6441,6573
1543229069,6433,6564
1543234816,6397,6528
1543236751,6420,6551
1543238656,6401,6531
1543240592,6398,6528
1543242487,6422,6553
1543244656,6453,6585
1543246839,6444,6576
1543248733,6450,6581
1543250670,6446,6576
1543252576,6438,6568
1543256652,6408,6540
1543258586,6404,6538
1543260911,6406,6540
1543262899,6399,6533
1543266735,6388,6522
1543268669,6385,6519
1543270573,6385,6519
1543272488,6382,6516
1543274409,6399,6533
1543276330,6396,6529
1543280170,6381,6514
1543284074,6379,6511
1543285957,6399,6532
1543293858,6387,6518
1543295781,6376,6507
1543299659,6358,6489
1543301552,6353,6485
1543303468,6350,6483
1543305391,6358,6491
1543307287,6364,6499
1543309239,6354,6489
1543311135,6356,6490
1543313078,6365,6500
1543314975,6367,6502
1543316923,6372,6507
1543320761,6331,6465
1543322671,6322,6455
1543324602,6316,6448
1543326516,6310,6441
1543328437,6300,6431
1543330353,6291,6422
1543332511,6279,6409
1543336352,6262,6392
1543338522,6241,6371
1543340430,6237,6367
1543342357,6233,6363
1543344497,6228,6358
1543346459,6225,6356
1543348508,6229,6360
1543350485,6227,6358
1543352681,6194,6324
1543354832,6184,6311
1543356734,6163,6289
1543358672,6162,6288
1543360571,6149,6275
1543362517,6140,6265
1543364412,6120,6245
1543366335,6114,6239
1543368252,6112,6237
1543374255,6086,6210
1543376168,6073,6197
1543378109,6065,6188
1543380020,6057,6179
1543381962,6052,6173
1543383860,6047,6168
1543385802,6049,6171
1543387955,6044,6166
1543391775,6033,6155
1543393959,6019,6142
1543395872,6035,6159
1543399725,6008,6132
1543403560,6008,6132
1543405466,6011,6135
1543411223,5977,6098
1543413155,5982,6103
1543417234,5960,6082
1543419389,5956,6078
1543421382,5951,6073
1543423217,5954,6076
1543425158,5963,6084
1543427076,5960,6081
1543428988,5955,6076
1543433058,5958,6079
1543434996,5957,6078
1543436916,5956,6077
1543438828,5953,6074
1543440759,5952,6074
1543442921,5954,6074
1543444833,5923,6042
1543448658,5925,6044
1543450822,5909,6028
1543452752,5906,6025
1543456596,5884,6003
1543458507,5897,6016
1543462356,5885,6002
1543464273,5887,6004
1543466412,5884,6001
1543468386,5886,6003
1543472202,5877,5995
1543474122,5884,6002
1543476032,5908,6027
1543477955,5881,6000
1543479873,5898,6016
1543483966,5873,5988
1543487792,5865,5981
1543489722,5871,5987
1543491640,5879,5994
1543493562,5889,6005
1543495461,5902,6018
1543497392,5930,6046
1543499314,5936,6051
1543501217,5966,6081
1543503160,5935,6050
1543505076,5970,6086
1543509155,5969,6085
1543512990,5959,6074
1543516838,5962,6076
1543518743,5963,6077
1543520654,5969,6085
1543522603,5962,6078
1543524501,5955,6071
1543526438,5955,6072
1543528336,5960,6077
1543532212,5916,6034
1543534115,5907,6024
1543536023,5902,6020
1543537938,5898,6016
1543539894,5882,6001
1543541771,5882,6002
1543543959,5882,6002
1543545852,5881,6002
1543547802,5886,6007
1543549721,5882,6003
1543553558,5867,5986
1543557394,5858,5976
1543559312,5862,5983
1543561225,5860,5985
1543563142,5851,5976
1543565060,5857,5983
1543567000,5857,5982
1543568925,5858,5983
1543570842,5852,5976
1543573009,5851,5975
1543574891,5856,5981
1543576834,5858,5983
1543580675,5867,5992
1543584515,5846,5967
1543586441,5836,5955
1543588342,5836,5955
1543590280,5820,5938
1543592185,5823,5942
1543594165,5827,5946
1543596017,5828,5945
1543597939,5824,5941
1543599876,5826,5944
1543601784,5846,5964
1543603714,5849,5966
1543605619,5863,5980
1543607555,5883,6000
1543609693,5891,6008
1543615966,5850,5968
1543617857,5853,5972
1543619782,5864,5979
1543621957,5866,5978
1543623852,5870,5981
1543625793,5886,5996
1543628202,5874,5984
1543630098,5877,5986
1543632032,5886,5995
1543634183,5896,6006
1543636109,5914,6026
1543638018,5919,6031
1543639937,5930,6043
1543641874,5907,6020
