DateTime,AddedIPs,RemovedIPs
1540813244,0,1
1540817549,0,2
1540821402,1,1
1540829095,0,1
1540833384,0,1
1540837709,1,1
1540839634,0,3
1540857399,1,0
1540859569,0,2
1540873247,1,1
1540877060,0,1
1540879000,2,0
1540880921,1,0
1540888848,0,1
1540907074,0,1
1540913078,1,0
1540921239,1,0
1540923167,0,1
1540936909,0,1
1540944512,0,1
1540946416,1,0
1540959877,0,1
1540965871,0,2
1540975464,1,0
1540979299,1,0
1540983150,1,0
1540992987,1,0
1540996854,0,1
1540998772,0,1
1541008885,0,1
1541014842,1,0
1541016765,1,0
1541026616,1,0
1541028520,1,0
1541032342,0,1
1541034294,1,0
1541047937,2,0
1541061639,0,1
1541065497,0,1
1541069562,1,1
1541077708,0,1
1541093075,2,0
1541101209,0,1
1541103144,0,1
1541111542,1,1
1541115376,0,1
1541121164,0,1
1541123061,1,0
1541133142,0,2
1541135062,1,0
1541154757,1,0
1541156730,0,1
1541160773,1,0
1541164848,2,0
1541178781,0,2
1541180664,1,0
1541198447,1,1
1541202265,1,0
1541206110,1,0
1541209959,0,1
1541211869,1,0
1541215954,1,0
1541220020,0,1
1541221988,1,0
1541227988,1,0
1541235687,1,0
1541241387,0,1
1541247172,0,1
1541251005,0,2
1541253015,1,0
1541256739,1,0
1541262493,1,0
1541264461,2,0
1541278103,1,0
1541283904,1,1
1541289872,0,1
1541293694,0,1
1541297808,0,1
1541301624,1,2
1541303543,1,0
1541305490,2,0
1541319164,1,0
1541322991,0,1
1541326817,1,0
1541332604,1,0
1541339301,0,1
1541343161,0,1
1541348900,0,1
1541350847,0,2
1541358742,1,0
1541364503,0,1
1541370281,0,1
1541378189,1,0
1541384203,1,0
1541388034,0,1
1541389941,0,1
1541391863,0,1
1541403393,1,0
1541405323,0,1
1541418989,0,1
1541440101,1,0
1541445888,0,2
1541453556,0,1
1541463393,0,1
1541465308,1,0
1541469154,1,1
1541473002,1,1
1541490253,0,1
1541500133,1,0
1541505914,1,0
1541521696,1,0
1541526527,0,1
1541530348,1,0
1541547149,1,0
1541551384,2,1
1541555541,1,1
1541559392,0,1
1541573080,2,0
1541574990,1,0
1541586505,0,1
1541593236,0,1
1541597057,1,0
1541603072,1,0
1541607090,0,1
1541616736,0,1
1541634258,0,1
1541638097,0,2
1541641937,0,1
1541659216,0,2
1541661143,0,1
1541664991,1,0
1541676041,1,0
1541682088,1,0
1541683961,0,1
1541685908,2,0
1541689701,0,1
1541691619,1,0
1541697503,1,0
1541701466,1,0
1541703376,1,0
1541732493,1,0
1541740362,1,0
1541746115,1,0
1541748036,1,0
1541751872,0,1
1541755935,1,0
1541763857,0,1
1541767962,0,1
1541771790,0,2
1541777566,0,1
1541783563,1,1
1541787383,0,1
1541790120,0,1
1541794130,1,0
1541820053,0,1
1541822179,1,0
1541826261,0,1
1541832016,0,1
1541833954,1,1
1541841919,0,1
1541845946,1,0
1541849808,1,0
1541857465,1,0
1541869269,0,1
1541871145,1,0
1541878844,0,1
1541898261,1,0
1541908117,0,1
1541910046,2,0
1541919856,0,1
1541931621,0,1
1541933539,2,0
1541935493,0,1
1541937393,1,0
1541944975,0,1
1541957303,0,1
1541965001,0,1
1541968828,1,0
1541985166,0,1
1541996904,0,2
1542019940,1,2
1542023781,0,1
1542029552,1,0
1542055024,0,1
1542064860,1,0
1542066744,1,0
1542072539,1,0
1542081155,1,0
1542084994,1,0
1542096520,1,0
1542104192,1,0
1542106115,1,1
1542115959,0,1
1542151003,0,1
1542152918,0,1
1542160600,1,1
1542166342,0,1
1542172119,0,1
1542181697,1,0
1542183890,0,1
1542189853,0,1
1542191788,0,1
1542193699,1,0
1542235468,1,0
1542245550,1,0
1542247482,0,1
1542267154,0,1
1542271226,1,0
1542275064,1,0
1542280817,1,1
1542284672,1,0
1542286572,1,0
1542302891,1,0
1542316853,1,0
1542318764,2,0
1542323085,0,1
1542328832,2,0
1542330769,0,1
1542332657,1,0
1542340341,1,0
1542357764,0,1
1542359798,1,0
1542361702,0,1
1542367459,0,1
1542371298,0,1
1542373265,0,1
1542387394,0,1
1542404683,0,3
1542414258,0,1
1542416176,0,1
1542420103,0,1
1542425804,1,1
1542444992,0,1
1542460345,1,0
1542491563,1,0
1542512910,0,1
1542516758,1,0
1542546091,0,1
1542549866,1,0
1542551774,1,0
1542569537,1,0
1542575309,1,0
1542579389,0,1
1542581300,1,0
1542585152,1,0
1542597625,1,0
1542601491,0,1
1542614921,1,0
1542616830,1,0
1542618740,1,0
1542626427,1,0
1542630493,1,0
1542636277,0,1
1542638196,0,1
1542642078,1,0
1542647799,1,0
1542655956,0,1
1542661729,0,1
1542669401,0,1
1542671316,1,1
1542673258,1,0
1542682906,1,1
1542692419,1,0
1542694339,1,0
1542700099,0,1
1542704171,0,2
1542711880,1,0
1542713788,0,1
1542715913,1,1
1542721709,1,0
1542729383,0,1
1542731300,1,0
1542733280,0,1
1542737083,1,0
1542757227,0,1
1542759163,0,1
1542768750,0,1
1542778593,0,1
1542780528,0,1
1542792032,1,0
1542797793,0,1
1542802600,0,1
1542806430,1,1
1542817955,0,1
1542821771,1,0
1542823879,0,1
1542831884,1,0
1542833777,1,0
1542835703,1,0
1542845564,1,0
1542857072,1,0
1542858973,1,0
1542864755,1,0
1542870769,2,0
1542876497,2,0
1542878431,0,1
1542880359,2,0
1542882258,1,0
1542884193,1,0
1542892099,0,1
1542894016,1,0
1542895943,1,0
1542897879,1,0
1542903922,1,0
1542907688,0,1
1542919454,0,2
1542921393,0,1
1542925217,1,0
1542929060,1,0
1542930989,0,1
1542944673,0,1
1542946600,0,1
1542948736,1,0
1542950654,1,1
1542956678,0,2
1542958577,1,0
1542962416,0,2
1542966267,0,1
1542968180,2,2
1542970100,0,1
1542975882,1,0
1542977794,1,0
1542982594,1,2
1542984491,0,1
1542990504,0,1
1542994363,1,0
1542996376,1,0
1542998180,1,0
1543007793,1,0
1543009701,1,0
1543011629,1,1
1543013866,3,0
1543015970,1,1
1543035165,0,1
1543037074,0,1
1543042891,1,0
1543044868,0,1
1543049066,1,0
1543052901,0,1
1543054820,0,1
1543060905,1,1
1543062761,1,0
1543064667,1,1
1543066824,0,1
1543080261,0,1
1543082175,2,1
1543084099,1,1
1543086187,1,0
1543092040,1,0
1543093945,1,0
1543095881,0,2
1543097778,2,1
